trade_id,settlement_date,trade_time,trade_type,bond_type,bond_name,seller,seller_trader,buyer,buyer_trader,net_price,yield_rate,nominal_amount,settlement_amount,trade_date
TR981063,2023-12-02,2023-12-02 15:50:35,Negotiate,企业债,债券A,机构A,交易员2,机构C,交易员2,96.89,3.62,9999,9688.03,2023-12-02
TR483189,2023-12-15,2023-12-15 15:45:55,Negotiate,企业债,债券A,机构E,交易员3,机构A,交易员3,97.71,4.11,2159,2109.56,2023-12-15
TR881104,2023-09-26,2023-09-26 16:47:02,Negotiate,政策性金融债,债券B,机构C,交易员2,机构D,交易员2,97.61,4.55,8100,7906.41,2023-09-26
TR513509,2023-04-20,2023-04-20 12:45:44,RFQ,国债,债券B,机构C,交易员4,机构A,交易员1,103.0,2.83,6194,6379.82,2023-04-20
TR740476,2023-12-13,2023-12-13 09:03:55,RFQ,国债,债券D,机构B,交易员3,机构C,交易员1,104.71,2.58,1870,1958.08,2023-12-13
TR315458,2023-12-04,2023-12-04 13:16:57,RFQ,国债,债券A,机构A,交易员3,机构C,交易员4,99.4,4.84,9823,9764.06,2023-12-04
TR349537,2023-02-02,2023-02-02 11:20:26,Negotiate,企业债,债券E,机构E,交易员1,机构A,交易员1,99.15,4.66,5555,5507.78,2023-02-02
TR226823,2023-10-31,2023-10-31 15:09:16,RFQ,企业债,债券C,机构A,交易员1,机构D,交易员4,97.66,3.84,5079,4960.15,2023-10-31
TR990281,2023-04-02,2023-04-02 12:54:03,Negotiate,国债,债券B,机构B,交易员1,机构C,交易员5,103.78,3.25,8285,8598.17,2023-04-02
TR884464,2023-10-29,2023-10-29 13:31:13,Negotiate,企业债,债券A,机构B,交易员3,机构C,交易员5,100.39,3.82,9124,9159.58,2023-10-29
TR167094,2023-04-22,2023-04-22 09:20:06,Negotiate,政策性金融债,债券A,机构B,交易员4,机构D,交易员5,101.23,2.88,7726,7821.03,2023-04-22
TR203599,2023-06-21,2023-06-21 13:35:54,Negotiate,国债,债券A,机构D,交易员2,机构C,交易员4,98.76,4.21,3749,3702.51,2023-06-21
TR393851,2023-03-26,2023-03-26 16:01:47,Negotiate,国债,债券D,机构B,交易员3,机构D,交易员3,100.86,3.42,9130,9208.52,2023-03-26
TR444042,2023-10-10,2023-10-10 10:56:49,Negotiate,国债,债券A,机构B,交易员5,机构A,交易员2,101.16,3.14,5956,6025.09,2023-10-10
TR472672,2023-04-09,2023-04-09 13:16:29,RFQ,国债,债券B,机构A,交易员3,机构C,交易员3,102.66,3.93,1079,1107.7,2023-04-09
TR527662,2023-08-01,2023-08-01 11:37:00,Negotiate,政策性金融债,债券E,机构E,交易员2,机构A,交易员5,99.56,4.13,3558,3542.34,2023-08-01
TR891509,2023-08-01,2023-08-01 10:34:19,RFQ,政策性金融债,债券D,机构E,交易员3,机构D,交易员4,101.39,3.78,4068,4124.55,2023-08-01
TR171979,2023-07-18,2023-07-18 09:20:45,RFQ,国债,债券C,机构C,交易员4,机构A,交易员5,97.48,4.69,6269,6111.02,2023-07-18
TR387263,2023-09-17,2023-09-17 11:37:08,RFQ,企业债,债券D,机构D,交易员2,机构E,交易员3,103.05,3.18,2307,2377.36,2023-09-17
TR935236,2023-05-15,2023-05-15 11:50:03,Negotiate,国债,债券A,机构D,交易员3,机构A,交易员2,102.04,3.54,7779,7937.69,2023-05-15
TR242346,2023-04-27,2023-04-27 10:36:10,Negotiate,国债,债券A,机构D,交易员5,机构A,交易员5,100.14,4.91,3192,3196.47,2023-04-27
TR537943,2023-05-10,2023-05-10 15:31:22,RFQ,国债,债券C,机构D,交易员4,机构C,交易员5,101.28,4.77,9895,10021.66,2023-05-10
TR630399,2023-02-22,2023-02-22 15:37:10,RFQ,企业债,债券D,机构E,交易员1,机构A,交易员4,98.28,3.54,9264,9104.66,2023-02-22
TR428004,2023-10-05,2023-10-05 09:36:28,Negotiate,政策性金融债,债券A,机构B,交易员4,机构C,交易员4,103.13,4.87,2647,2729.85,2023-10-05
TR898346,2023-06-21,2023-06-21 12:58:18,Negotiate,政策性金融债,债券B,机构C,交易员1,机构A,交易员4,100.71,3.88,6478,6523.99,2023-06-21
TR283964,2023-03-20,2023-03-20 09:07:12,Negotiate,企业债,债券B,机构C,交易员3,机构D,交易员2,101.23,3.13,3694,3739.44,2023-03-20
TR414175,2023-08-23,2023-08-23 11:32:31,RFQ,政策性金融债,债券B,机构E,交易员5,机构C,交易员5,99.32,4.0,5430,5393.08,2023-08-23
TR173971,2023-09-22,2023-09-22 16:19:22,Negotiate,国债,债券E,机构B,交易员2,机构D,交易员4,96.76,3.02,3681,3561.74,2023-09-22
TR606339,2023-12-11,2023-12-11 11:57:45,Negotiate,企业债,债券E,机构A,交易员5,机构C,交易员2,97.38,4.58,4329,4215.58,2023-12-11
TR820373,2023-01-27,2023-01-27 11:57:38,RFQ,政策性金融债,债券E,机构C,交易员2,机构A,交易员5,101.78,4.88,9958,10135.25,2023-01-27
TR462462,2023-10-16,2023-10-16 09:31:25,RFQ,政策性金融债,债券E,机构B,交易员1,机构D,交易员1,100.94,3.68,4021,4058.8,2023-10-16
TR532421,2023-05-26,2023-05-26 15:30:40,Negotiate,企业债,债券D,机构C,交易员2,机构D,交易员3,98.97,3.49,2563,2536.6,2023-05-26
TR385709,2023-10-03,2023-10-03 10:44:40,RFQ,政策性金融债,债券E,机构C,交易员1,机构A,交易员1,101.83,3.34,4710,4796.19,2023-10-03
TR165371,2023-11-09,2023-11-09 09:13:31,Negotiate,企业债,债券B,机构B,交易员3,机构C,交易员1,101.82,4.56,4438,4518.77,2023-11-09
TR575590,2023-07-23,2023-07-23 14:06:24,Negotiate,国债,债券D,机构E,交易员3,机构C,交易员3,104.76,4.95,4192,4391.54,2023-07-23
TR724551,2023-08-01,2023-08-01 09:13:25,RFQ,国债,债券E,机构E,交易员5,机构A,交易员2,102.49,4.55,5675,5816.31,2023-08-01
TR201557,2023-10-27,2023-10-27 10:04:16,Negotiate,企业债,债券B,机构D,交易员5,机构B,交易员2,98.03,4.42,7998,7840.44,2023-10-27
TR266684,2023-10-23,2023-10-23 09:02:42,RFQ,政策性金融债,债券E,机构C,交易员5,机构D,交易员2,99.78,2.83,7526,7509.44,2023-10-23
TR301822,2023-06-24,2023-06-24 14:04:50,Negotiate,企业债,债券B,机构C,交易员3,机构B,交易员3,95.17,4.75,2915,2774.21,2023-06-24
TR313480,2023-07-03,2023-07-03 15:48:37,RFQ,国债,债券D,机构C,交易员3,机构B,交易员5,104.85,3.73,1214,1272.88,2023-07-03
TR610420,2023-01-07,2023-01-07 12:42:14,RFQ,企业债,债券B,机构D,交易员2,机构C,交易员5,96.04,3.98,4826,4634.89,2023-01-07
TR125273,2023-01-11,2023-01-11 15:50:39,RFQ,企业债,债券B,机构C,交易员1,机构A,交易员1,102.46,4.95,1463,1498.99,2023-01-11
TR451642,2023-07-29,2023-07-29 15:38:12,RFQ,国债,债券C,机构C,交易员5,机构A,交易员3,99.36,3.16,9873,9809.81,2023-07-29
TR415608,2023-07-05,2023-07-05 13:27:31,RFQ,国债,债券A,机构E,交易员1,机构C,交易员3,99.1,2.9,2632,2608.31,2023-07-05
TR481339,2023-09-14,2023-09-14 09:11:17,Negotiate,政策性金融债,债券A,机构D,交易员1,机构C,交易员3,103.09,4.98,4328,4461.74,2023-09-14
TR115107,2023-10-29,2023-10-29 16:45:18,RFQ,政策性金融债,债券B,机构D,交易员4,机构B,交易员4,100.85,4.62,8445,8516.78,2023-10-29
TR439340,2023-08-15,2023-08-15 14:00:54,RFQ,政策性金融债,债券B,机构D,交易员1,机构B,交易员2,98.11,2.53,9763,9578.48,2023-08-15
TR165508,2023-03-10,2023-03-10 12:24:51,Negotiate,企业债,债券C,机构A,交易员2,机构C,交易员4,96.8,4.76,2055,1989.24,2023-03-10
TR945694,2023-10-05,2023-10-05 13:28:42,Negotiate,企业债,债券E,机构D,交易员5,机构A,交易员4,102.56,4.89,5500,5640.8,2023-10-05
TR721654,2023-06-19,2023-06-19 13:45:31,Negotiate,政策性金融债,债券D,机构B,交易员2,机构E,交易员2,103.9,3.76,8007,8319.27,2023-06-19
TR363761,2023-03-15,2023-03-15 11:19:08,Negotiate,国债,债券E,机构B,交易员2,机构D,交易员5,101.58,2.92,8396,8528.66,2023-03-15
TR805095,2023-11-06,2023-11-06 14:56:19,Negotiate,政策性金融债,债券D,机构C,交易员2,机构A,交易员1,96.46,4.01,9826,9478.16,2023-11-06
TR453178,2023-03-05,2023-03-05 10:38:37,Negotiate,企业债,债券A,机构B,交易员3,机构E,交易员1,101.93,2.61,4657,4746.88,2023-03-05
TR919912,2023-07-27,2023-07-27 10:46:26,Negotiate,企业债,债券B,机构E,交易员3,机构A,交易员2,97.11,3.72,1775,1723.7,2023-07-27
TR382694,2023-05-01,2023-05-01 10:05:08,RFQ,国债,债券C,机构B,交易员5,机构E,交易员4,104.0,3.56,4266,4436.64,2023-05-01
TR879553,2023-05-08,2023-05-08 12:55:10,RFQ,国债,债券B,机构B,交易员3,机构E,交易员4,97.56,3.43,5999,5852.62,2023-05-08
TR501443,2023-12-14,2023-12-14 14:08:34,Negotiate,政策性金融债,债券E,机构E,交易员1,机构A,交易员4,95.71,4.25,9965,9537.5,2023-12-14
TR191865,2023-10-01,2023-10-01 14:06:59,Negotiate,政策性金融债,债券E,机构C,交易员3,机构B,交易员2,103.62,4.79,3088,3199.79,2023-10-01
TR344807,2023-11-26,2023-11-26 11:42:21,Negotiate,企业债,债券E,机构D,交易员1,机构C,交易员4,96.94,3.1,5892,5711.7,2023-11-26
TR411378,2023-12-13,2023-12-13 13:26:19,RFQ,企业债,债券E,机构E,交易员3,机构B,交易员1,102.03,4.36,6625,6759.49,2023-12-13
TR830884,2023-10-16,2023-10-16 09:58:05,RFQ,企业债,债券B,机构E,交易员4,机构A,交易员3,103.67,2.74,1690,1752.02,2023-10-16
TR961487,2023-07-28,2023-07-28 12:48:57,Negotiate,企业债,债券A,机构B,交易员1,机构D,交易员3,97.72,3.01,6333,6188.61,2023-07-28
TR210846,2023-02-19,2023-02-19 14:56:44,RFQ,企业债,债券B,机构B,交易员2,机构C,交易员2,95.79,4.68,3997,3828.73,2023-02-19
TR492088,2023-08-11,2023-08-11 16:57:30,Negotiate,企业债,债券E,机构E,交易员4,机构C,交易员2,95.45,3.42,9748,9304.47,2023-08-11
TR616707,2023-09-06,2023-09-06 15:57:05,Negotiate,企业债,债券A,机构E,交易员4,机构B,交易员3,98.33,3.74,9694,9532.11,2023-09-06
TR194245,2023-06-22,2023-06-22 15:28:05,Negotiate,政策性金融债,债券C,机构E,交易员2,机构B,交易员1,100.84,4.55,3237,3264.19,2023-06-22
TR157566,2023-08-28,2023-08-28 10:35:11,RFQ,国债,债券B,机构C,交易员5,机构B,交易员2,103.66,4.2,8230,8531.22,2023-08-28
TR331553,2023-10-16,2023-10-16 13:48:54,RFQ,政策性金融债,债券B,机构C,交易员2,机构A,交易员5,96.42,2.63,3036,2927.31,2023-10-16
TR648613,2023-02-05,2023-02-05 16:19:49,RFQ,国债,债券C,机构A,交易员5,机构C,交易员2,101.14,2.88,5811,5877.25,2023-02-05
TR491748,2023-03-26,2023-03-26 09:31:59,Negotiate,政策性金融债,债券B,机构C,交易员3,机构E,交易员5,101.79,4.39,9690,9863.45,2023-03-26
TR181516,2023-10-02,2023-10-02 11:56:28,RFQ,政策性金融债,债券B,机构C,交易员2,机构A,交易员2,98.65,4.61,5310,5238.32,2023-10-02
TR720065,2023-03-30,2023-03-30 12:24:32,RFQ,国债,债券B,机构E,交易员3,机构A,交易员4,103.19,4.61,4682,4831.36,2023-03-30
TR543470,2023-11-09,2023-11-09 12:30:31,Negotiate,企业债,债券A,机构E,交易员5,机构D,交易员5,104.29,3.34,6907,7203.31,2023-11-09
TR130675,2023-05-27,2023-05-27 12:15:54,Negotiate,政策性金融债,债券D,机构C,交易员4,机构D,交易员4,95.61,4.66,6653,6360.93,2023-05-27
TR353285,2023-10-06,2023-10-06 16:19:28,Negotiate,国债,债券E,机构D,交易员4,机构A,交易员4,103.63,4.82,8825,9145.35,2023-10-06
TR100583,2023-04-24,2023-04-24 15:43:47,Negotiate,国债,债券C,机构C,交易员1,机构A,交易员5,95.73,4.67,4879,4670.67,2023-04-24
TR323935,2023-02-05,2023-02-05 15:36:45,RFQ,国债,债券D,机构E,交易员4,机构B,交易员2,96.03,3.14,1684,1617.15,2023-02-05
TR343839,2023-01-02,2023-01-02 14:10:26,RFQ,企业债,债券D,机构A,交易员5,机构D,交易员4,99.93,3.34,2171,2169.48,2023-01-02
TR494307,2023-07-15,2023-07-15 14:52:48,Negotiate,政策性金融债,债券E,机构D,交易员5,机构B,交易员3,104.34,2.87,5569,5810.69,2023-07-15
TR364474,2023-09-12,2023-09-12 10:15:07,RFQ,企业债,债券E,机构E,交易员5,机构A,交易员3,103.51,4.56,5736,5937.33,2023-09-12
TR177470,2023-07-27,2023-07-27 09:07:14,RFQ,国债,债券D,机构B,交易员4,机构C,交易员4,96.89,3.39,9750,9446.77,2023-07-27
TR469549,2023-07-24,2023-07-24 14:30:05,RFQ,国债,债券C,机构B,交易员2,机构D,交易员1,99.46,2.77,5424,5394.71,2023-07-24
TR298614,2023-07-12,2023-07-12 13:22:42,Negotiate,国债,债券C,机构B,交易员1,机构D,交易员5,103.94,2.69,9990,10383.61,2023-07-12
TR890531,2023-06-28,2023-06-28 15:40:44,RFQ,政策性金融债,债券A,机构D,交易员5,机构E,交易员3,97.19,3.0,2655,2580.39,2023-06-28
TR959582,2023-05-02,2023-05-02 14:30:31,RFQ,企业债,债券E,机构C,交易员2,机构A,交易员2,97.87,4.5,9274,9076.46,2023-05-02
TR319689,2023-04-21,2023-04-21 16:04:12,Negotiate,国债,债券A,机构E,交易员2,机构D,交易员3,96.13,2.93,2702,2597.43,2023-04-21
TR965685,2023-08-05,2023-08-05 13:15:55,RFQ,政策性金融债,债券B,机构D,交易员2,机构A,交易员4,96.56,4.08,7234,6985.15,2023-08-05
TR198160,2023-05-27,2023-05-27 12:47:46,RFQ,政策性金融债,债券D,机构E,交易员2,机构C,交易员3,100.73,4.19,7316,7369.41,2023-05-27
TR297694,2023-01-14,2023-01-14 09:13:38,RFQ,企业债,债券C,机构D,交易员4,机构E,交易员2,98.79,3.5,3272,3232.41,2023-01-14
TR352192,2023-12-06,2023-12-06 10:53:35,RFQ,政策性金融债,债券D,机构C,交易员4,机构E,交易员1,97.19,3.1,9039,8785.0,2023-12-06
TR683055,2023-11-12,2023-11-12 10:15:37,RFQ,国债,债券A,机构A,交易员1,机构E,交易员2,104.73,3.35,7085,7420.12,2023-11-12
TR799177,2023-02-22,2023-02-22 09:14:46,RFQ,政策性金融债,债券C,机构B,交易员4,机构A,交易员2,96.75,2.89,4067,3934.82,2023-02-22
TR991154,2023-12-13,2023-12-13 11:04:26,Negotiate,政策性金融债,债券A,机构B,交易员3,机构E,交易员4,100.65,2.87,3284,3305.35,2023-12-13
TR690797,2023-04-26,2023-04-26 09:26:45,Negotiate,政策性金融债,债券B,机构D,交易员5,机构B,交易员2,101.64,4.39,2902,2949.59,2023-04-26
TR699132,2023-10-08,2023-10-08 16:27:25,RFQ,政策性金融债,债券B,机构B,交易员3,机构D,交易员4,103.33,3.76,8669,8957.68,2023-10-08
TR582829,2023-02-18,2023-02-18 14:32:10,RFQ,企业债,债券E,机构A,交易员4,机构B,交易员1,102.56,4.68,2193,2249.14,2023-02-18
TR314180,2023-02-26,2023-02-26 11:06:13,Negotiate,政策性金融债,债券C,机构A,交易员2,机构E,交易员2,100.77,4.41,6792,6844.3,2023-02-26
TR976152,2023-12-03,2023-12-03 12:34:56,Negotiate,企业债,债券A,机构D,交易员5,机构B,交易员3,102.64,3.2,4588,4709.12,2023-12-03
TR787703,2023-01-13,2023-01-13 16:19:35,RFQ,企业债,债券B,机构E,交易员5,机构A,交易员2,102.92,4.39,2249,2314.67,2023-01-13
TR335079,2023-11-09,2023-11-09 14:23:10,Negotiate,国债,债券D,机构A,交易员1,机构B,交易员5,97.54,4.8,2185,2131.25,2023-11-09
TR567973,2023-12-18,2023-12-18 10:33:31,RFQ,国债,债券A,机构D,交易员3,机构B,交易员1,103.64,3.55,6609,6849.57,2023-12-18
TR880754,2023-08-31,2023-08-31 13:36:27,Negotiate,国债,债券C,机构C,交易员4,机构E,交易员3,99.43,3.28,6967,6927.29,2023-08-31
TR491096,2023-08-25,2023-08-25 14:44:00,RFQ,政策性金融债,债券E,机构A,交易员2,机构B,交易员3,98.07,4.25,6176,6056.8,2023-08-25
TR126037,2023-04-12,2023-04-12 15:36:23,RFQ,国债,债券E,机构E,交易员2,机构D,交易员2,95.14,2.74,9615,9147.71,2023-04-12
TR584921,2023-05-11,2023-05-11 15:58:27,RFQ,国债,债券A,机构C,交易员5,机构D,交易员5,96.57,4.18,2791,2695.27,2023-05-11
TR819977,2023-05-18,2023-05-18 15:20:06,Negotiate,国债,债券B,机构D,交易员2,机构E,交易员4,99.37,3.57,6104,6065.54,2023-05-18
TR503033,2023-06-14,2023-06-14 11:46:43,RFQ,国债,债券D,机构D,交易员3,机构E,交易员5,102.05,2.57,6250,6378.12,2023-06-14
TR804662,2023-07-18,2023-07-18 11:23:53,RFQ,企业债,债券B,机构A,交易员4,机构C,交易员2,100.14,4.56,9151,9163.81,2023-07-18
TR594244,2023-10-15,2023-10-15 11:38:54,Negotiate,国债,债券D,机构B,交易员3,机构D,交易员1,103.13,4.95,9595,9895.32,2023-10-15
TR492481,2023-08-29,2023-08-29 14:51:09,Negotiate,国债,债券B,机构E,交易员3,机构C,交易员4,96.26,4.52,9999,9625.04,2023-08-29
TR549396,2023-12-24,2023-12-24 13:17:53,RFQ,国债,债券E,机构E,交易员4,机构C,交易员1,95.4,3.56,5437,5186.9,2023-12-24
TR836586,2023-09-24,2023-09-24 11:27:31,RFQ,企业债,债券B,机构E,交易员4,机构C,交易员4,103.07,3.33,1400,1442.98,2023-09-24
TR177281,2023-06-22,2023-06-22 15:05:54,RFQ,政策性金融债,债券E,机构A,交易员1,机构D,交易员4,101.25,3.23,9249,9364.61,2023-06-22
TR592902,2023-06-18,2023-06-18 12:47:52,Negotiate,政策性金融债,债券D,机构A,交易员5,机构C,交易员1,96.24,4.48,7553,7269.01,2023-06-18
TR581276,2023-09-09,2023-09-09 09:32:03,RFQ,政策性金融债,债券E,机构C,交易员2,机构A,交易员1,104.71,3.33,5857,6132.86,2023-09-09
TR542723,2023-06-25,2023-06-25 11:22:55,Negotiate,企业债,债券E,机构C,交易员2,机构B,交易员1,102.79,4.28,3857,3964.61,2023-06-25
TR328962,2023-07-02,2023-07-02 15:05:40,Negotiate,政策性金融债,债券B,机构B,交易员4,机构C,交易员3,95.57,4.52,1082,1034.07,2023-07-02
TR893406,2023-07-15,2023-07-15 16:28:36,Negotiate,企业债,债券D,机构C,交易员2,机构D,交易员3,99.99,3.01,3049,3048.7,2023-07-15
TR536873,2023-12-10,2023-12-10 15:27:58,Negotiate,国债,债券B,机构A,交易员4,机构B,交易员4,97.75,3.89,3663,3580.58,2023-12-10
TR395848,2023-05-07,2023-05-07 16:15:14,Negotiate,企业债,债券E,机构C,交易员2,机构A,交易员3,98.83,3.2,3024,2988.62,2023-05-07
TR731102,2023-09-27,2023-09-27 11:15:12,RFQ,企业债,债券C,机构E,交易员3,机构C,交易员3,104.7,3.65,4957,5189.98,2023-09-27
TR602374,2023-08-16,2023-08-16 15:34:03,RFQ,政策性金融债,债券C,机构C,交易员4,机构B,交易员4,95.06,2.82,7521,7149.46,2023-08-16
TR890932,2023-08-03,2023-08-03 10:47:55,RFQ,企业债,债券B,机构B,交易员1,机构E,交易员5,99.61,4.28,7862,7831.34,2023-08-03
TR610117,2023-11-18,2023-11-18 15:43:58,RFQ,国债,债券C,机构B,交易员5,机构D,交易员4,101.4,3.83,3147,3191.06,2023-11-18
TR817074,2023-07-04,2023-07-04 11:41:48,RFQ,企业债,债券D,机构D,交易员4,机构E,交易员3,101.0,3.39,6400,6464.0,2023-07-04
TR978366,2023-02-23,2023-02-23 10:55:48,Negotiate,国债,债券A,机构E,交易员1,机构D,交易员3,102.73,4.86,2372,2436.76,2023-02-23
TR268155,2023-11-12,2023-11-12 11:57:34,Negotiate,政策性金融债,债券C,机构B,交易员2,机构C,交易员5,100.98,3.35,3495,3529.25,2023-11-12
TR682068,2023-10-02,2023-10-02 13:04:09,Negotiate,企业债,债券B,机构B,交易员2,机构C,交易员5,104.76,2.99,5346,5600.47,2023-10-02
TR974195,2023-08-23,2023-08-23 16:40:15,Negotiate,政策性金融债,债券C,机构E,交易员4,机构D,交易员4,98.57,4.58,1491,1469.68,2023-08-23
TR855269,2023-08-05,2023-08-05 12:16:10,Negotiate,政策性金融债,债券D,机构B,交易员2,机构E,交易员1,96.07,2.93,4363,4191.53,2023-08-05
TR282847,2023-10-10,2023-10-10 09:21:05,Negotiate,企业债,债券E,机构B,交易员2,机构C,交易员4,100.68,3.42,3253,3275.12,2023-10-10
TR723751,2023-09-27,2023-09-27 12:46:04,RFQ,企业债,债券D,机构A,交易员4,机构C,交易员3,102.61,4.82,9883,10140.95,2023-09-27
TR621416,2023-04-17,2023-04-17 14:26:37,RFQ,国债,债券E,机构A,交易员5,机构B,交易员1,103.06,3.22,7995,8239.65,2023-04-17
TR519158,2023-08-29,2023-08-29 10:15:44,RFQ,政策性金融债,债券D,机构B,交易员1,机构E,交易员5,99.56,3.28,4532,4512.06,2023-08-29
TR617356,2023-08-24,2023-08-24 13:13:58,Negotiate,企业债,债券C,机构B,交易员2,机构C,交易员3,102.01,3.72,1515,1545.45,2023-08-24
TR475841,2023-12-06,2023-12-06 11:38:35,Negotiate,企业债,债券B,机构D,交易员1,机构B,交易员1,96.64,4.58,6613,6390.8,2023-12-06
TR726816,2023-08-05,2023-08-05 15:04:09,RFQ,政策性金融债,债券C,机构E,交易员3,机构A,交易员1,98.91,4.42,4273,4226.42,2023-08-05
TR846149,2023-04-25,2023-04-25 12:55:55,Negotiate,政策性金融债,债券B,机构A,交易员3,机构B,交易员2,99.05,2.87,5497,5444.78,2023-04-25
TR857438,2023-12-08,2023-12-08 10:59:24,Negotiate,企业债,债券E,机构E,交易员2,机构A,交易员5,102.68,4.31,5671,5822.98,2023-12-08
TR150108,2023-06-19,2023-06-19 12:55:26,Negotiate,企业债,债券E,机构D,交易员2,机构B,交易员1,98.95,4.56,7012,6938.37,2023-06-19
TR339146,2023-08-04,2023-08-04 14:13:43,RFQ,企业债,债券D,机构B,交易员2,机构C,交易员3,104.38,4.13,7519,7848.33,2023-08-04
TR576339,2023-08-16,2023-08-16 09:56:29,Negotiate,政策性金融债,债券D,机构B,交易员2,机构C,交易员1,97.98,3.66,3690,3615.46,2023-08-16
TR350419,2023-02-19,2023-02-19 13:14:15,RFQ,企业债,债券C,机构E,交易员2,机构A,交易员3,101.31,3.63,6668,6755.35,2023-02-19
TR433752,2023-07-17,2023-07-17 12:11:45,RFQ,政策性金融债,债券C,机构E,交易员3,机构D,交易员4,98.35,2.83,3965,3899.58,2023-07-17
TR472587,2023-01-09,2023-01-09 12:07:11,RFQ,国债,债券B,机构B,交易员4,机构C,交易员3,101.99,2.77,3536,3606.37,2023-01-09
TR988607,2023-01-18,2023-01-18 14:58:22,RFQ,政策性金融债,债券E,机构E,交易员5,机构B,交易员2,99.5,3.86,2477,2464.61,2023-01-18
TR139028,2023-09-04,2023-09-04 11:59:31,Negotiate,企业债,债券E,机构C,交易员5,机构B,交易员3,102.86,4.57,4758,4894.08,2023-09-04
TR664215,2023-04-30,2023-04-30 10:26:33,Negotiate,企业债,债券B,机构D,交易员1,机构A,交易员3,103.87,4.95,3545,3682.19,2023-04-30
TR649092,2023-12-14,2023-12-14 14:35:03,Negotiate,政策性金融债,债券A,机构C,交易员5,机构B,交易员4,102.04,3.84,9271,9460.13,2023-12-14
TR294262,2023-02-28,2023-02-28 13:13:28,Negotiate,企业债,债券C,机构E,交易员5,机构A,交易员2,98.58,4.93,6895,6797.09,2023-02-28
TR617589,2023-05-02,2023-05-02 15:20:31,RFQ,政策性金融债,债券D,机构B,交易员3,机构E,交易员1,95.48,3.74,9080,8669.58,2023-05-02
TR783450,2023-07-21,2023-07-21 10:55:06,RFQ,企业债,债券D,机构C,交易员4,机构A,交易员1,97.54,3.83,8451,8243.11,2023-07-21
TR681681,2023-07-02,2023-07-02 16:07:08,Negotiate,政策性金融债,债券E,机构A,交易员1,机构B,交易员4,97.43,4.09,8663,8440.36,2023-07-02
TR968202,2023-09-26,2023-09-26 13:51:52,Negotiate,政策性金融债,债券A,机构B,交易员3,机构A,交易员3,99.95,4.56,9420,9415.29,2023-09-26
TR146933,2023-09-24,2023-09-24 16:42:03,Negotiate,政策性金融债,债券C,机构E,交易员3,机构C,交易员3,103.38,4.51,2835,2930.82,2023-09-24
TR372970,2023-06-02,2023-06-02 11:13:34,RFQ,企业债,债券E,机构E,交易员2,机构D,交易员4,95.77,3.8,2453,2349.24,2023-06-02
TR206492,2023-01-20,2023-01-20 14:23:52,RFQ,国债,债券E,机构C,交易员2,机构E,交易员5,98.68,4.98,4560,4499.81,2023-01-20
TR906286,2023-06-04,2023-06-04 09:24:48,RFQ,企业债,债券B,机构B,交易员5,机构C,交易员3,97.35,3.96,7636,7433.65,2023-06-04
TR654230,2023-03-22,2023-03-22 11:33:42,Negotiate,政策性金融债,债券C,机构A,交易员5,机构C,交易员4,104.99,4.7,5309,5573.92,2023-03-22
TR920450,2023-11-03,2023-11-03 09:29:18,Negotiate,国债,债券C,机构B,交易员2,机构E,交易员2,100.77,4.93,5810,5854.74,2023-11-03
TR149834,2023-12-27,2023-12-27 15:32:22,Negotiate,国债,债券B,机构A,交易员3,机构E,交易员1,104.21,4.46,6807,7093.57,2023-12-27
TR976762,2023-09-15,2023-09-15 16:20:18,RFQ,国债,债券C,机构C,交易员4,机构B,交易员5,103.27,4.56,8920,9211.68,2023-09-15
TR580683,2023-05-20,2023-05-20 09:35:04,RFQ,政策性金融债,债券A,机构C,交易员2,机构B,交易员2,104.75,3.87,8805,9223.24,2023-05-20
TR965483,2023-06-30,2023-06-30 15:51:48,RFQ,国债,债券A,机构A,交易员3,机构E,交易员1,97.64,3.97,2248,2194.95,2023-06-30
TR801873,2023-02-18,2023-02-18 11:16:53,RFQ,政策性金融债,债券C,机构A,交易员4,机构D,交易员3,96.02,4.87,2112,2027.94,2023-02-18
TR629164,2023-07-28,2023-07-28 15:04:20,RFQ,政策性金融债,债券C,机构E,交易员3,机构C,交易员2,104.17,4.69,8460,8812.78,2023-07-28
TR671801,2023-12-06,2023-12-06 10:17:08,RFQ,企业债,债券B,机构B,交易员1,机构A,交易员1,104.8,3.18,4559,4777.83,2023-12-06
TR918735,2023-12-08,2023-12-08 12:14:44,Negotiate,企业债,债券B,机构B,交易员3,机构A,交易员5,97.68,3.77,2343,2288.64,2023-12-08
TR190463,2023-06-09,2023-06-09 15:47:02,RFQ,国债,债券A,机构D,交易员1,机构C,交易员4,104.81,4.6,4254,4458.62,2023-06-09
TR280802,2023-05-16,2023-05-16 10:14:14,Negotiate,政策性金融债,债券D,机构B,交易员3,机构C,交易员4,104.35,2.89,7663,7996.34,2023-05-16
TR722668,2023-11-02,2023-11-02 16:06:16,Negotiate,政策性金融债,债券C,机构B,交易员3,机构D,交易员5,99.73,4.56,9439,9413.51,2023-11-02
TR527505,2023-02-15,2023-02-15 11:07:50,RFQ,国债,债券A,机构A,交易员2,机构C,交易员4,95.06,3.58,3670,3488.7,2023-02-15
TR215690,2023-07-12,2023-07-12 12:20:32,Negotiate,国债,债券A,机构A,交易员5,机构C,交易员4,95.65,3.29,7253,6937.49,2023-07-12
